q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known,combined_source,is_synthetic,synthetic_type,synthetic_note,combined_q_idx,original_minerva_category
19,1,944,"Story composite task: Use two story queries.
A) Reflect on Zoe Brown's experiences at Dyson Swarm Control. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
B) Consider all events involving Ella Ross at Dione Ice Processing Facility. Provide a list of all dates when these events occurred, without describing the events.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.","(*, s, ent, *)","(*, {Dyson Swarm Control}, {Zoe Brown}, *)",story_composite::difference_then_sort,all,"[""vacuum seal deterioration""]",,"{""remaining_sorted"": [""vacuum seal deterioration""]}",1,1,set(),,Composite,Story synthetic composite,t|c,s|ent,True,story_synthetic_balanced,True,composite,Rebalanced from Search to Composite; cue preserved,140,Search
25,0,2552,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Think about the events related to atmospheric scrubber failure that occurred at Eridani Metallurgy Complex on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Eridani Metallurgy Complex}, *, {atmospheric scrubber failure})",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'date', 'entity'}",True,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,ent,t|s|c,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,141,Search
18,1,10,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving Ezra Edwards at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Ezra Edwards}, *)",story_compute::sort_items,chronological,"[""September 13, 2225""]",,"{""sorted_items"": [""September 13, 2225""]}",1,1,set(),,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|c,s|ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,142,Search
18,0,1471,"Story compute-on-lists: For this story query answer, sort all returned items in ascending alphabetical order.
Query: Consider all events involving Julian Peterson at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, *)","(*, {Barnard's Star Propulsion Lab}, {Julian Peterson}, *)",story_compute::sort_items,chronological,[],,"{""sorted_items"": []}",0,0,"{'content', 'entity'}",False,Compute on Sets and Lists,Story synthetic compute_on_sets_and_lists,t|c,s|ent,True,story_synthetic_balanced,True,compute_on_sets_and_lists,Rebalanced from Search to Compute on Sets and Lists; cue preserved,143,Search
15,0,2366,"Story recall-and-edit: For query ""Reflect on what Carter Stewart experienced on August 27, 2224. Describe all the key events they were involved in, focusing on what happened rather than where it occurred."", return an empty answer.","(t, *, ent, *)","({August 27, 2224}, *, {Carter Stewart}, *)",story_edit::empty,all,set(),,{'remaining_items': []},0,0,{'date'},False,Recall and Edit,Story synthetic recall_and_edit,s|c,t|ent,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,144,Search
18,0,1456,"Story recall-and-edit: For query ""Consider all events involving Ella Ross at Dione Ice Processing Facility. Provide a list of all dates when these events occurred, without describing the events."", return an empty answer.","(*, s, ent, *)","(*, {Dione Ice Processing Facility}, {Ella Ross}, *)",story_edit::empty,all,set(),,{'remaining_items': []},0,0,"{'content', 'date', 'location', 'entity'}",False,Recall and Edit,Story synthetic recall_and_edit,t|c,s|ent,True,story_synthetic_balanced,True,recall_and_edit,Rebalanced from Search to Recall and Edit; cue preserved,145,Search
19,0,2224,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Reflect on Ella Ross's experiences at Dione Ice Processing Facility. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
B) Story composite task: Use two story queries.
A) Reflect on Zoe Brown's experiences at Dyson Swarm Control. Describe all the key events they've been involved in at this location, focusing on what happened rather than when it occurred.
B) Consider all events involving Ella Ross at Dione Ice Processing Facility. Provide a list of all dates when these events occurred, without describing the events.
Take answer(A), remove all items that also appear in answer(B), then return the remaining items sorted alphabetically.
Return the intersection.","(*, s, ent, *)","(*, {Dione Ice Processing Facility}, {Ella Ross}, *)",story_compare::intersection,all,set(),,{'shared_items': []},0,0,"{'content', 'date', 'location', 'entity'}",False,Match and Compare,Story synthetic match_and_compare,t|c,s|ent,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,146,Search
11,6+,977,"Story match-and-compare: Compare answers of these two story queries and list only shared items.
A) Reflect on events related to cryo-pod integrity breach. Provide a list of all protagonists involved in these events, without describing the events.
B) Story stateful-processing: For this story query, return only the latest chapter index from supporting chapters.
Query: Reflect on events related to bio-neural gel pack infection. Provide a list of all protagonists involved in these events, without describing the events.
Return the intersection.","(*, *, *, c)","(*, *, *, {cryo-pod integrity breach})",story_compare::intersection,all,set(),,{'shared_items': []},6,9,set(),,Match and Compare,Story synthetic match_and_compare,t|s|ent,c,True,story_synthetic_balanced,True,match_and_compare,Rebalanced from Search to Match and Compare; cue preserved,147,Search
23,0,2318,"Story spot-the-differences: Compare answers of these two story queries.
A) Reflect on the experiences of Brooklyn Ross related to artificial atmosphere toxicity. List all the unique locations where these events took place, without mentioning the events themselves.
B) Story recall-and-edit: Start from the answer to this story query: ""Reflect on the experiences of Carter Stewart related to antimatter cascade. List all the unique locations where these events took place, without mentioning the events themselves."". Remove ""Phobos Military Base"" from the answer. Return only the remaining items.
Return only_in_A and only_in_B.","(*, *, ent, c)","(*, *, {Brooklyn Ross}, {artificial atmosphere toxicity})",story_diff::set_difference,all,"{""only_in_A"": [], ""only_in_B"": []}",,"{""only_in_A"": [], ""only_in_B"": []}",0,0,"{'content', 'date', 'entity'}",True,Spot the Differences,Story synthetic spot_the_differences,t|s,ent|c,True,story_synthetic_balanced,True,spot_the_differences,Rebalanced from Search to Spot the Differences; cue preserved,148,Search
27,1,168,"Consider all events involving both Zoe Brown and navigation computer blackout at Barnard's Star Propulsion Lab. Provide a list of all dates when these events occurred, without describing the events.","(*, s, ent, c)","(*, {Barnard's Star Propulsion Lab}, {Zoe Brown}, {navigation computer blackout})",Times,all,"{'November 13, 2226'}",{57},"{57: 'November 13, 2226'}",1,1,set(),,Search,Keyed retrieval from episodic event memory,t,s|ent|c,True,original,False,,,149,
