q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
16,0,1924,"Recall the events related to subspace antenna failure that occurred on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({December 03, 2226}, *, *, {subspace antenna failure})",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
17,0,2409,"Think about the events involving vacuum seal deterioration on April 09, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2226}, *, *, {vacuum seal deterioration})",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
17,0,2412,"Think about the events involving waste management system failure on August 19, 2225. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({August 19, 2225}, *, *, {waste management system failure})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
17,0,2349,"Think about the events involving database corruption event on August 24, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({August 24, 2226}, *, *, {database corruption event})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
17,0,2364,"Think about the events involving fusion core breach on August 27, 2224. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({August 27, 2224}, *, *, {fusion core breach})",Entities,all,set(),set(),{},0,0,{'date'},False
17,0,2397,"Think about the events involving subspace antenna failure on December 03, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({December 03, 2226}, *, *, {subspace antenna failure})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
14,1,231,"Consider the events involving Benjamin Green on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Benjamin Green}, *)",Spaces,all,{'Hydra Cloud Facility'},{14},{14: 'Hydra Cloud Facility'},1,1,set(),
14,1,264,"Consider the events involving Lily Nguyen on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Lily Nguyen}, *)",Spaces,all,{'Sedna Long Range Observatory'},{22},{22: 'Sedna Long Range Observatory'},1,1,set(),
14,1,277,"Consider the events involving Scarlett Thomas on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Scarlett Thomas}, *)",Spaces,all,{'Mercury Twilight Observatory'},{43},{43: 'Mercury Twilight Observatory'},1,1,set(),
14,1,240,"Consider the events involving Ezra Edwards on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({December 03, 2226}, *, {Ezra Edwards}, *)",Spaces,all,{'Titania Quantum Lab'},{23},{23: 'Titania Quantum Lab'},1,1,set(),
14,1,257,"Consider the events involving Levi Rodriguez on December 26, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({December 26, 2226}, *, {Levi Rodriguez}, *)",Spaces,all,{'Triton Gas Colony'},{15},{15: 'Triton Gas Colony'},1,1,set(),
15,1,1004,"Reflect on what Benjamin Green experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Benjamin Green}, *)",Event contents,all,{'cryo-pod integrity breach'},{14},{14: 'cryo-pod integrity breach'},1,1,set(),
15,1,1037,"Reflect on what Lily Nguyen experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Lily Nguyen}, *)",Event contents,all,{'fusion core breach'},{22},{22: 'fusion core breach'},1,1,set(),
15,1,1050,"Reflect on what Scarlett Thomas experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Scarlett Thomas}, *)",Event contents,all,{'subspace antenna failure'},{43},{43: 'subspace antenna failure'},1,1,set(),
15,1,1013,"Reflect on what Ezra Edwards experienced on December 03, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 03, 2226}, *, {Ezra Edwards}, *)",Event contents,all,{'plasma conduit rupture'},{23},{23: 'plasma conduit rupture'},1,1,set(),
15,1,1030,"Reflect on what Levi Rodriguez experienced on December 26, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 26, 2226}, *, {Levi Rodriguez}, *)",Event contents,all,{'subspace antenna failure'},{15},{15: 'subspace antenna failure'},1,1,set(),
26,1,289,"Consider the events involving both Benjamin Green and cryo-pod integrity breach on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Benjamin Green}, {cryo-pod integrity breach})",Spaces,all,{'Hydra Cloud Facility'},{14},{14: 'Hydra Cloud Facility'},1,1,set(),
26,1,321,"Consider the events involving both Lily Nguyen and fusion core breach on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Lily Nguyen}, {fusion core breach})",Spaces,all,{'Sedna Long Range Observatory'},{22},{22: 'Sedna Long Range Observatory'},1,1,set(),
26,1,336,"Consider the events involving both Scarlett Thomas and subspace antenna failure on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Scarlett Thomas}, {subspace antenna failure})",Spaces,all,{'Mercury Twilight Observatory'},{43},{43: 'Mercury Twilight Observatory'},1,1,set(),
26,1,298,"Consider the events involving both Ezra Edwards and plasma conduit rupture on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 03, 2226}, *, {Ezra Edwards}, {plasma conduit rupture})",Spaces,all,{'Titania Quantum Lab'},{23},{23: 'Titania Quantum Lab'},1,1,set(),
26,1,318,"Consider the events involving both Levi Rodriguez and subspace antenna failure on December 26, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 26, 2226}, *, {Levi Rodriguez}, {subspace antenna failure})",Spaces,all,{'Triton Gas Colony'},{15},{15: 'Triton Gas Colony'},1,1,set(),
14,0,1619,"Consider the events involving Zoe Brown on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Zoe Brown}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
14,0,1618,"Consider the events involving William Hernandez on August 19, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 19, 2225}, *, {William Hernandez}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
14,0,1584,"Consider the events involving Elizabeth Hill on August 24, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 24, 2226}, *, {Elizabeth Hill}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
14,0,1603,"Consider the events involving Lillian Mendoza on August 27, 2224. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 27, 2224}, *, {Lillian Mendoza}, *)",Spaces,all,set(),set(),{},0,0,{'date'},False
14,0,1604,"Consider the events involving Lillian Mendoza on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({December 03, 2226}, *, {Lillian Mendoza}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
15,0,2292,"Reflect on what Zoe Brown experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Zoe Brown}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
15,0,2291,"Reflect on what William Hernandez experienced on August 19, 2225. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 19, 2225}, *, {William Hernandez}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
15,0,2257,"Reflect on what Elizabeth Hill experienced on August 24, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 24, 2226}, *, {Elizabeth Hill}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
15,0,2276,"Reflect on what Lillian Mendoza experienced on August 27, 2224. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 27, 2224}, *, {Lillian Mendoza}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
15,0,2277,"Reflect on what Lillian Mendoza experienced on December 03, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 03, 2226}, *, {Lillian Mendoza}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
26,0,1673,"Consider the events involving both Zoe Brown and vacuum seal deterioration on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Zoe Brown}, {vacuum seal deterioration})",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
26,0,1670,"Consider the events involving both William Hernandez and waste management system failure on August 19, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 19, 2225}, *, {William Hernandez}, {waste management system failure})",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
26,0,1634,"Consider the events involving both Elizabeth Hill and database corruption event on August 24, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 24, 2226}, *, {Elizabeth Hill}, {database corruption event})",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
26,0,1655,"Consider the events involving both Lillian Mendoza and fusion core breach on August 27, 2224. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 27, 2224}, *, {Lillian Mendoza}, {fusion core breach})",Spaces,all,set(),set(),{},0,0,{'date'},False
26,0,1656,"Consider the events involving both Lillian Mendoza and subspace antenna failure on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 03, 2226}, *, {Lillian Mendoza}, {subspace antenna failure})",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
13,0,1946,"Recall the key events that occurred at Eris Research Post on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Eris Research Post}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
13,0,1953,"Recall the key events that occurred at Luhman 16 Robotics Factory on August 19, 2225. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 19, 2225}, {Luhman 16 Robotics Factory}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
13,0,1935,"Recall the key events that occurred at Amalthea Communications Hub on August 24, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 24, 2226}, {Amalthea Communications Hub}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
13,0,1969,"Recall the key events that occurred at Phobos Military Base on August 27, 2224. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 27, 2224}, {Phobos Military Base}, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
13,0,1965,"Recall the key events that occurred at Naiad Oceanographic Center on December 03, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2226}, {Naiad Oceanographic Center}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
12,0,2481,"Think about what happened at Eris Research Post on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Eris Research Post}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
12,0,2488,"Think about what happened at Luhman 16 Robotics Factory on August 19, 2225. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 19, 2225}, {Luhman 16 Robotics Factory}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
12,0,2470,"Think about what happened at Amalthea Communications Hub on August 24, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 24, 2226}, {Amalthea Communications Hub}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
12,0,2504,"Think about what happened at Phobos Military Base on August 27, 2224. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 27, 2224}, {Phobos Military Base}, *, *)",Entities,all,set(),set(),{},0,0,{'date'},False
12,0,2500,"Think about what happened at Naiad Oceanographic Center on December 03, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2226}, {Naiad Oceanographic Center}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
25,0,2463,"Think about the events related to vacuum seal deterioration that occurred at Eris Research Post on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Eris Research Post}, *, {vacuum seal deterioration})",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
25,0,2467,"Think about the events related to waste management system failure that occurred at Luhman 16 Robotics Factory on August 19, 2225. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 19, 2225}, {Luhman 16 Robotics Factory}, *, {waste management system failure})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
25,0,2429,"Think about the events related to database corruption event that occurred at Amalthea Communications Hub on August 24, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 24, 2226}, {Amalthea Communications Hub}, *, {database corruption event})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
25,0,2439,"Think about the events related to fusion core breach that occurred at Phobos Military Base on August 27, 2224. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 27, 2224}, {Phobos Military Base}, *, {fusion core breach})",Entities,all,set(),set(),{},0,0,{'date'},False
25,0,2458,"Think about the events related to subspace antenna failure that occurred at Naiad Oceanographic Center on December 03, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 03, 2226}, {Naiad Oceanographic Center}, *, {subspace antenna failure})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
24,0,2107,"Recall what happened involving Zoe Brown at Eris Research Post on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Eris Research Post}, {Zoe Brown}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
24,0,2100,"Recall what happened involving William Hernandez at Luhman 16 Robotics Factory on August 19, 2225. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 19, 2225}, {Luhman 16 Robotics Factory}, {William Hernandez}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
24,0,2022,"Recall what happened involving Elizabeth Hill at Amalthea Communications Hub on August 24, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 24, 2226}, {Amalthea Communications Hub}, {Elizabeth Hill}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
24,0,2068,"Recall what happened involving Lillian Mendoza at Phobos Military Base on August 27, 2224. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 27, 2224}, {Phobos Military Base}, {Lillian Mendoza}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
24,0,2067,"Recall what happened involving Lillian Mendoza at Naiad Oceanographic Center on December 03, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 03, 2226}, {Naiad Oceanographic Center}, {Lillian Mendoza}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
29,0,1804,"Provide a comprehensive account of what happened involving Zoe Brown and vacuum seal deterioration at Eris Research Post on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Eris Research Post}, {Zoe Brown}, {vacuum seal deterioration})",Full event details,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
29,0,1801,"Provide a comprehensive account of what happened involving William Hernandez and waste management system failure at Luhman 16 Robotics Factory on August 19, 2225. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 19, 2225}, {Luhman 16 Robotics Factory}, {William Hernandez}, {waste management system failure})",Full event details,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
29,0,1762,"Provide a comprehensive account of what happened involving Elizabeth Hill and database corruption event at Amalthea Communications Hub on August 24, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 24, 2226}, {Amalthea Communications Hub}, {Elizabeth Hill}, {database corruption event})",Full event details,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
29,0,1784,"Provide a comprehensive account of what happened involving Lillian Mendoza and fusion core breach at Phobos Military Base on August 27, 2224. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 27, 2224}, {Phobos Military Base}, {Lillian Mendoza}, {fusion core breach})",Full event details,all,set(),set(),{},0,0,{'date'},False
29,0,1785,"Provide a comprehensive account of what happened involving Lillian Mendoza and subspace antenna failure at Naiad Oceanographic Center on December 03, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 03, 2226}, {Naiad Oceanographic Center}, {Lillian Mendoza}, {subspace antenna failure})",Full event details,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
28,0,2103,"Recall what happened involving Zoe Brown and vacuum seal deterioration at Eris Research Post on April 09, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2226}, {Eris Research Post}, {Zoe Brown}, {vacuum seal deterioration})",Other entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",True
28,0,2099,"Recall what happened involving William Hernandez and waste management system failure at Luhman 16 Robotics Factory on August 19, 2225 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 19, 2225}, {Luhman 16 Robotics Factory}, {William Hernandez}, {waste management system failure})",Other entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date', 'location'}",False
28,0,2021,"Recall what happened involving Elizabeth Hill and database corruption event at Amalthea Communications Hub on August 24, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 24, 2226}, {Amalthea Communications Hub}, {Elizabeth Hill}, {database corruption event})",Other entities,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False
28,0,2064,"Recall what happened involving Lillian Mendoza and fusion core breach at Phobos Military Base on August 27, 2224 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 27, 2224}, {Phobos Military Base}, {Lillian Mendoza}, {fusion core breach})",Other entities,all,set(),set(),{},0,0,{'date'},False
28,0,2065,"Recall what happened involving Lillian Mendoza and subspace antenna failure at Naiad Oceanographic Center on December 03, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({December 03, 2226}, {Naiad Oceanographic Center}, {Lillian Mendoza}, {subspace antenna failure})",Other entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True
13,1,648,"Recall the key events that occurred at Hydra Cloud Facility on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Hydra Cloud Facility}, *, *)",Event contents,all,{'cryo-pod integrity breach'},{14},{14: 'cryo-pod integrity breach'},1,1,set(),
13,1,664,"Recall the key events that occurred at Mercury Twilight Observatory on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Mercury Twilight Observatory}, *, *)",Event contents,all,{'subspace antenna failure'},{43},{43: 'subspace antenna failure'},1,1,set(),
13,1,684,"Recall the key events that occurred at Sedna Long Range Observatory on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Sedna Long Range Observatory}, *, *)",Event contents,all,{'fusion core breach'},{22},{22: 'fusion core breach'},1,1,set(),
13,1,689,"Recall the key events that occurred at Titania Quantum Lab on December 03, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2226}, {Titania Quantum Lab}, *, *)",Event contents,all,{'plasma conduit rupture'},{23},{23: 'plasma conduit rupture'},1,1,set(),
13,1,644,"Recall the key events that occurred at Europa Subsurface Laboratory on December 26, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, *, *)",Event contents,all,{'subspace antenna failure'},{46},{46: 'subspace antenna failure'},1,1,set(),
12,1,1276,"Think about what happened at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Hydra Cloud Facility}, *, *)",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),
12,1,1292,"Think about what happened at Mercury Twilight Observatory on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Mercury Twilight Observatory}, *, *)",Entities,all,{'Scarlett Thomas'},{43},{43: 'Scarlett Thomas'},1,1,set(),
12,1,1312,"Think about what happened at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Sedna Long Range Observatory}, *, *)",Entities,all,{'Lily Nguyen'},{22},{22: 'Lily Nguyen'},1,1,set(),
12,1,1317,"Think about what happened at Titania Quantum Lab on December 03, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2226}, {Titania Quantum Lab}, *, *)",Entities,all,{'Ezra Edwards'},{23},{23: 'Ezra Edwards'},1,1,set(),
12,1,1272,"Think about what happened at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, *, *)",Entities,all,{'Zoe Brown'},{46},{46: 'Zoe Brown'},1,1,set(),
25,1,1220,"Think about the events related to cryo-pod integrity breach that occurred at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Hydra Cloud Facility}, *, {cryo-pod integrity breach})",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),
25,1,1259,"Think about the events related to subspace antenna failure that occurred at Mercury Twilight Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Mercury Twilight Observatory}, *, {subspace antenna failure})",Entities,all,{'Scarlett Thomas'},{43},{43: 'Scarlett Thomas'},1,1,set(),
25,1,1237,"Think about the events related to fusion core breach that occurred at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Sedna Long Range Observatory}, *, {fusion core breach})",Entities,all,{'Lily Nguyen'},{22},{22: 'Lily Nguyen'},1,1,set(),
25,1,1255,"Think about the events related to plasma conduit rupture that occurred at Titania Quantum Lab on December 03, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 03, 2226}, {Titania Quantum Lab}, *, {plasma conduit rupture})",Entities,all,{'Ezra Edwards'},{23},{23: 'Ezra Edwards'},1,1,set(),
25,1,1257,"Think about the events related to subspace antenna failure that occurred at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 26, 2226}, {Europa Subsurface Laboratory}, *, {subspace antenna failure})",Entities,all,{'Zoe Brown'},{46},{46: 'Zoe Brown'},1,1,set(),
24,1,721,"Recall what happened involving Benjamin Green at Hydra Cloud Facility on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Hydra Cloud Facility}, {Benjamin Green}, *)",Event contents,all,{'cryo-pod integrity breach'},{14},{14: 'cryo-pod integrity breach'},1,1,set(),
24,1,813,"Recall what happened involving Scarlett Thomas at Mercury Twilight Observatory on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Mercury Twilight Observatory}, {Scarlett Thomas}, *)",Event contents,all,{'subspace antenna failure'},{43},{43: 'subspace antenna failure'},1,1,set(),
24,1,785,"Recall what happened involving Lily Nguyen at Sedna Long Range Observatory on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, *)",Event contents,all,{'fusion core breach'},{22},{22: 'fusion core breach'},1,1,set(),
24,1,739,"Recall what happened involving Ezra Edwards at Titania Quantum Lab on December 03, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 03, 2226}, {Titania Quantum Lab}, {Ezra Edwards}, *)",Event contents,all,{'plasma conduit rupture'},{23},{23: 'plasma conduit rupture'},1,1,set(),
24,1,826,"Recall what happened involving Zoe Brown at Europa Subsurface Laboratory on December 26, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, {Zoe Brown}, *)",Event contents,all,{'subspace antenna failure'},{46},{46: 'subspace antenna failure'},1,1,set(),
29,1,431,"Provide a comprehensive account of what happened involving Benjamin Green and cryo-pod integrity breach at Hydra Cloud Facility on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Hydra Cloud Facility}, {Benjamin Green}, {cryo-pod integrity breach})",Full event details,all,{'Full chapter 14'},{14},{14: ['Full chapter 14']},1,1,set(),
29,1,478,"Provide a comprehensive account of what happened involving Scarlett Thomas and subspace antenna failure at Mercury Twilight Observatory on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Mercury Twilight Observatory}, {Scarlett Thomas}, {subspace antenna failure})",Full event details,all,{'Full chapter 43'},{43},{43: ['Full chapter 43']},1,1,set(),
29,1,463,"Provide a comprehensive account of what happened involving Lily Nguyen and fusion core breach at Sedna Long Range Observatory on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, {fusion core breach})",Full event details,all,{'Full chapter 22'},{22},{22: ['Full chapter 22']},1,1,set(),
29,1,440,"Provide a comprehensive account of what happened involving Ezra Edwards and plasma conduit rupture at Titania Quantum Lab on December 03, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 03, 2226}, {Titania Quantum Lab}, {Ezra Edwards}, {plasma conduit rupture})",Full event details,all,{'Full chapter 23'},{23},{23: ['Full chapter 23']},1,1,set(),
29,1,483,"Provide a comprehensive account of what happened involving Zoe Brown and subspace antenna failure at Europa Subsurface Laboratory on December 26, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 26, 2226}, {Europa Subsurface Laboratory}, {Zoe Brown}, {subspace antenna failure})",Full event details,all,{'Full chapter 46'},{46},{46: ['Full chapter 46']},1,1,set(),
28,1,719,"Recall what happened involving Benjamin Green and cryo-pod integrity breach at Hydra Cloud Facility on April 09, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2226}, {Hydra Cloud Facility}, {Benjamin Green}, {cryo-pod integrity breach})",Other entities,all,set(),{14},{14: []},0,1,set(),
