q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
16,1,657,"Recall the events related to subspace antenna failure that occurred on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({April 09, 2226}, *, *, {subspace antenna failure})",Spaces,all,{'Mercury Twilight Observatory'},{46},{46: 'Mercury Twilight Observatory'},1,1,set(),
16,1,653,"Recall the events related to plasma conduit rupture that occurred on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({December 03, 2226}, *, *, {plasma conduit rupture})",Spaces,all,{'Titania Quantum Lab'},{24},{24: 'Titania Quantum Lab'},1,1,set(),
16,1,618,"Recall the events related to artificial atmosphere toxicity that occurred on February 27, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, *, c)","({February 27, 2226}, *, *, {artificial atmosphere toxicity})",Spaces,all,{'Europa Subsurface Laboratory'},{7},{7: 'Europa Subsurface Laboratory'},1,1,set(),
17,1,1182,"Think about the events involving cryo-pod integrity breach on April 09, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2226}, *, *, {cryo-pod integrity breach})",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),
17,1,1206,"Think about the events involving fusion core breach on April 09, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2226}, *, *, {fusion core breach})",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),
17,1,1251,"Think about the events involving subspace antenna failure on April 09, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({April 09, 2226}, *, *, {subspace antenna failure})",Entities,all,{'Scarlett Thomas'},{46},{46: 'Scarlett Thomas'},1,1,set(),
17,1,1241,"Think about the events involving plasma conduit rupture on December 03, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({December 03, 2226}, *, *, {plasma conduit rupture})",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),
17,1,1166,"Think about the events involving artificial atmosphere toxicity on February 27, 2226. Provide a list of all protagonists involved in these events, without describing the events.","(t, *, *, c)","({February 27, 2226}, *, *, {artificial atmosphere toxicity})",Entities,all,{'Benjamin Green'},{7},{7: 'Benjamin Green'},1,1,set(),
14,1,240,"Consider the events involving Benjamin Green on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Benjamin Green}, *)",Spaces,all,{'Hydra Cloud Facility'},{14},{14: 'Hydra Cloud Facility'},1,1,set(),
14,1,273,"Consider the events involving Lily Nguyen on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Lily Nguyen}, *)",Spaces,all,{'Sedna Long Range Observatory'},{23},{23: 'Sedna Long Range Observatory'},1,1,set(),
14,1,289,"Consider the events involving Scarlett Thomas on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Scarlett Thomas}, *)",Spaces,all,{'Mercury Twilight Observatory'},{46},{46: 'Mercury Twilight Observatory'},1,1,set(),
14,1,249,"Consider the events involving Ezra Edwards on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({December 03, 2226}, *, {Ezra Edwards}, *)",Spaces,all,{'Titania Quantum Lab'},{24},{24: 'Titania Quantum Lab'},1,1,set(),
14,1,266,"Consider the events involving Levi Rodriguez on December 26, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({December 26, 2226}, *, {Levi Rodriguez}, *)",Spaces,all,{'Triton Gas Colony'},{15},{15: 'Triton Gas Colony'},1,1,set(),
15,1,1047,"Reflect on what Benjamin Green experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Benjamin Green}, *)",Event contents,all,{'cryo-pod integrity breach'},{14},{14: 'cryo-pod integrity breach'},1,1,set(),
15,1,1080,"Reflect on what Lily Nguyen experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Lily Nguyen}, *)",Event contents,all,{'fusion core breach'},{23},{23: 'fusion core breach'},1,1,set(),
15,1,1096,"Reflect on what Scarlett Thomas experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Scarlett Thomas}, *)",Event contents,all,{'subspace antenna failure'},{46},{46: 'subspace antenna failure'},1,1,set(),
15,1,1056,"Reflect on what Ezra Edwards experienced on December 03, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 03, 2226}, *, {Ezra Edwards}, *)",Event contents,all,{'plasma conduit rupture'},{24},{24: 'plasma conduit rupture'},1,1,set(),
15,1,1073,"Reflect on what Levi Rodriguez experienced on December 26, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 26, 2226}, *, {Levi Rodriguez}, *)",Event contents,all,{'subspace antenna failure'},{15},{15: 'subspace antenna failure'},1,1,set(),
26,1,301,"Consider the events involving both Benjamin Green and cryo-pod integrity breach on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Benjamin Green}, {cryo-pod integrity breach})",Spaces,all,{'Hydra Cloud Facility'},{14},{14: 'Hydra Cloud Facility'},1,1,set(),
26,1,333,"Consider the events involving both Lily Nguyen and fusion core breach on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Lily Nguyen}, {fusion core breach})",Spaces,all,{'Sedna Long Range Observatory'},{23},{23: 'Sedna Long Range Observatory'},1,1,set(),
26,1,351,"Consider the events involving both Scarlett Thomas and subspace antenna failure on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Scarlett Thomas}, {subspace antenna failure})",Spaces,all,{'Mercury Twilight Observatory'},{46},{46: 'Mercury Twilight Observatory'},1,1,set(),
26,1,310,"Consider the events involving both Ezra Edwards and plasma conduit rupture on December 03, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 03, 2226}, *, {Ezra Edwards}, {plasma conduit rupture})",Spaces,all,{'Titania Quantum Lab'},{24},{24: 'Titania Quantum Lab'},1,1,set(),
26,1,330,"Consider the events involving both Levi Rodriguez and subspace antenna failure on December 26, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 26, 2226}, *, {Levi Rodriguez}, {subspace antenna failure})",Spaces,all,{'Triton Gas Colony'},{15},{15: 'Triton Gas Colony'},1,1,set(),
14,0,1656,"Consider the events involving Chloe Castillo on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Chloe Castillo}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity'}",True
14,0,1692,"Consider the events involving Noah Williams on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2226}, *, {Noah Williams}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
14,0,1675,"Consider the events involving Jaxon Howard on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 12, 2225}, *, {Jaxon Howard}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
14,0,1697,"Consider the events involving Scarlett Thomas on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 12, 2225}, *, {Scarlett Thomas}, *)",Spaces,all,set(),set(),{},0,0,{'date'},False
14,0,1654,"Consider the events involving Carter Stewart on August 27, 2224. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 27, 2224}, *, {Carter Stewart}, *)",Spaces,all,set(),set(),{},0,0,{'date'},False
15,0,2368,"Reflect on what Chloe Castillo experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity'}",True
15,0,2404,"Reflect on what Noah Williams experienced on April 09, 2226. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2226}, *, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
15,0,2387,"Reflect on what Jaxon Howard experienced on August 12, 2225. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2225}, *, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
15,0,2409,"Reflect on what Scarlett Thomas experienced on August 12, 2225. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2225}, *, {Scarlett Thomas}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
15,0,2366,"Reflect on what Carter Stewart experienced on August 27, 2224. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 27, 2224}, *, {Carter Stewart}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
26,0,1709,"Consider the events involving both Chloe Castillo and tachyon field surge on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Chloe Castillo}, {tachyon field surge})",Spaces,all,set(),set(),{},0,0,"{'content', 'entity'}",True
26,0,1738,"Consider the events involving both Lily Nguyen and wormhole destabilization on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Lily Nguyen}, {wormhole destabilization})",Spaces,all,set(),set(),{},0,0,{'content'},False
26,0,1746,"Consider the events involving both Noah Williams and atmospheric scrubber failure on April 09, 2226. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2226}, *, {Noah Williams}, {atmospheric scrubber failure})",Spaces,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
26,0,1727,"Consider the events involving both Jaxon Howard and cosmic string vibration on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2225}, *, {Jaxon Howard}, {cosmic string vibration})",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
26,0,1751,"Consider the events involving both Scarlett Thomas and air filter contamination on August 12, 2225. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2225}, *, {Scarlett Thomas}, {air filter contamination})",Spaces,all,set(),set(),{},0,0,{'date'},False
13,0,2032,"Recall the key events that occurred at Eridani Metallurgy Complex on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Eridani Metallurgy Complex}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
13,0,2044,"Recall the key events that occurred at Makemake Station on August 12, 2225. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 12, 2225}, {Makemake Station}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
13,0,2067,"Recall the key events that occurred at Teegarden's Star Base on August 12, 2225. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 12, 2225}, {Teegarden's Star Base}, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
13,0,2070,"Recall the key events that occurred at Triton Gas Colony on August 27, 2224. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 27, 2224}, {Triton Gas Colony}, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
13,0,2071,"Recall the key events that occurred at Triton Gas Colony on December 03, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2226}, {Triton Gas Colony}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
12,0,2603,"Think about what happened at Eridani Metallurgy Complex on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Eridani Metallurgy Complex}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
12,0,2615,"Think about what happened at Makemake Station on August 12, 2225. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 12, 2225}, {Makemake Station}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
12,0,2638,"Think about what happened at Teegarden's Star Base on August 12, 2225. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 12, 2225}, {Teegarden's Star Base}, *, *)",Entities,all,set(),set(),{},0,0,{'date'},False
12,0,2641,"Think about what happened at Triton Gas Colony on August 27, 2224. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 27, 2224}, {Triton Gas Colony}, *, *)",Entities,all,set(),set(),{},0,0,{'date'},False
12,0,2642,"Think about what happened at Triton Gas Colony on December 03, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2226}, {Triton Gas Colony}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
25,0,2552,"Think about the events related to atmospheric scrubber failure that occurred at Eridani Metallurgy Complex on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Eridani Metallurgy Complex}, *, {atmospheric scrubber failure})",Entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
25,0,2593,"Think about the events related to tachyon field surge that occurred at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Hydra Cloud Facility}, *, {tachyon field surge})",Entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True
25,0,2598,"Think about the events related to wormhole destabilization that occurred at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Sedna Long Range Observatory}, *, {wormhole destabilization})",Entities,all,set(),set(),{},0,0,{'content'},False
25,0,2558,"Think about the events related to cosmic string vibration that occurred at Makemake Station on August 12, 2225. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2225}, {Makemake Station}, *, {cosmic string vibration})",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
25,0,2544,"Think about the events related to air filter contamination that occurred at Teegarden's Star Base on August 12, 2225. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2225}, {Teegarden's Star Base}, *, {air filter contamination})",Entities,all,set(),set(),{},0,0,{'date'},False
24,0,2190,"Recall what happened involving Noah Williams at Eridani Metallurgy Complex on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Eridani Metallurgy Complex}, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
24,0,2116,"Recall what happened involving Chloe Castillo at Hydra Cloud Facility on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Hydra Cloud Facility}, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity'}",True
24,0,2152,"Recall what happened involving Jaxon Howard at Makemake Station on August 12, 2225. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2225}, {Makemake Station}, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
24,0,2204,"Recall what happened involving Scarlett Thomas at Teegarden's Star Base on August 12, 2225. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2225}, {Teegarden's Star Base}, {Scarlett Thomas}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
24,0,2109,"Recall what happened involving Carter Stewart at Triton Gas Colony on August 27, 2224. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 27, 2224}, {Triton Gas Colony}, {Carter Stewart}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False
29,0,1881,"Provide a comprehensive account of what happened involving Noah Williams and atmospheric scrubber failure at Eridani Metallurgy Complex on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Eridani Metallurgy Complex}, {Noah Williams}, {atmospheric scrubber failure})",Full event details,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
29,0,1844,"Provide a comprehensive account of what happened involving Chloe Castillo and tachyon field surge at Hydra Cloud Facility on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Hydra Cloud Facility}, {Chloe Castillo}, {tachyon field surge})",Full event details,all,set(),set(),{},0,0,"{'content', 'entity'}",True
29,0,1873,"Provide a comprehensive account of what happened involving Lily Nguyen and wormhole destabilization at Sedna Long Range Observatory on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, {wormhole destabilization})",Full event details,all,set(),set(),{},0,0,{'content'},False
29,0,1862,"Provide a comprehensive account of what happened involving Jaxon Howard and cosmic string vibration at Makemake Station on August 12, 2225. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 12, 2225}, {Makemake Station}, {Jaxon Howard}, {cosmic string vibration})",Full event details,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
29,0,1888,"Provide a comprehensive account of what happened involving Scarlett Thomas and air filter contamination at Teegarden's Star Base on August 12, 2225. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({August 12, 2225}, {Teegarden's Star Base}, {Scarlett Thomas}, {air filter contamination})",Full event details,all,set(),set(),{},0,0,{'date'},False
28,0,2188,"Recall what happened involving Noah Williams and atmospheric scrubber failure at Eridani Metallurgy Complex on April 09, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2226}, {Eridani Metallurgy Complex}, {Noah Williams}, {atmospheric scrubber failure})",Other entities,all,set(),set(),{},0,0,"{'content', 'entity', 'date'}",True
28,0,2114,"Recall what happened involving Chloe Castillo and tachyon field surge at Hydra Cloud Facility on April 09, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2226}, {Hydra Cloud Facility}, {Chloe Castillo}, {tachyon field surge})",Other entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True
28,0,2174,"Recall what happened involving Lily Nguyen and wormhole destabilization at Sedna Long Range Observatory on April 09, 2226 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, {wormhole destabilization})",Other entities,all,set(),set(),{},0,0,{'content'},False
28,0,2151,"Recall what happened involving Jaxon Howard and cosmic string vibration at Makemake Station on August 12, 2225 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2225}, {Makemake Station}, {Jaxon Howard}, {cosmic string vibration})",Other entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
28,0,2203,"Recall what happened involving Scarlett Thomas and air filter contamination at Teegarden's Star Base on August 12, 2225 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2225}, {Teegarden's Star Base}, {Scarlett Thomas}, {air filter contamination})",Other entities,all,set(),set(),{},0,0,{'date'},False
13,1,675,"Recall the key events that occurred at Hydra Cloud Facility on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Hydra Cloud Facility}, *, *)",Event contents,all,{'cryo-pod integrity breach'},{14},{14: 'cryo-pod integrity breach'},1,1,set(),
13,1,691,"Recall the key events that occurred at Mercury Twilight Observatory on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Mercury Twilight Observatory}, *, *)",Event contents,all,{'subspace antenna failure'},{46},{46: 'subspace antenna failure'},1,1,set(),
13,1,714,"Recall the key events that occurred at Sedna Long Range Observatory on April 09, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2226}, {Sedna Long Range Observatory}, *, *)",Event contents,all,{'fusion core breach'},{23},{23: 'fusion core breach'},1,1,set(),
13,1,719,"Recall the key events that occurred at Titania Quantum Lab on December 03, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2226}, {Titania Quantum Lab}, *, *)",Event contents,all,{'plasma conduit rupture'},{24},{24: 'plasma conduit rupture'},1,1,set(),
13,1,671,"Recall the key events that occurred at Europa Subsurface Laboratory on December 26, 2226. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, *, *)",Event contents,all,{'subspace antenna failure'},{49},{49: 'subspace antenna failure'},1,1,set(),
12,1,1332,"Think about what happened at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Hydra Cloud Facility}, *, *)",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),
12,1,1348,"Think about what happened at Mercury Twilight Observatory on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Mercury Twilight Observatory}, *, *)",Entities,all,{'Scarlett Thomas'},{46},{46: 'Scarlett Thomas'},1,1,set(),
12,1,1371,"Think about what happened at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2226}, {Sedna Long Range Observatory}, *, *)",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),
12,1,1376,"Think about what happened at Titania Quantum Lab on December 03, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2226}, {Titania Quantum Lab}, *, *)",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),
12,1,1328,"Think about what happened at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, *, *)",Entities,all,{'Zoe Brown'},{49},{49: 'Zoe Brown'},1,1,set(),
25,1,1275,"Think about the events related to cryo-pod integrity breach that occurred at Hydra Cloud Facility on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Hydra Cloud Facility}, *, {cryo-pod integrity breach})",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),
25,1,1315,"Think about the events related to subspace antenna failure that occurred at Mercury Twilight Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Mercury Twilight Observatory}, *, {subspace antenna failure})",Entities,all,{'Scarlett Thomas'},{46},{46: 'Scarlett Thomas'},1,1,set(),
25,1,1292,"Think about the events related to fusion core breach that occurred at Sedna Long Range Observatory on April 09, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2226}, {Sedna Long Range Observatory}, *, {fusion core breach})",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),
25,1,1311,"Think about the events related to plasma conduit rupture that occurred at Titania Quantum Lab on December 03, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 03, 2226}, {Titania Quantum Lab}, *, {plasma conduit rupture})",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),
25,1,1313,"Think about the events related to subspace antenna failure that occurred at Europa Subsurface Laboratory on December 26, 2226. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 26, 2226}, {Europa Subsurface Laboratory}, *, {subspace antenna failure})",Entities,all,{'Zoe Brown'},{49},{49: 'Zoe Brown'},1,1,set(),
24,1,752,"Recall what happened involving Benjamin Green at Hydra Cloud Facility on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Hydra Cloud Facility}, {Benjamin Green}, *)",Event contents,all,{'cryo-pod integrity breach'},{14},{14: 'cryo-pod integrity breach'},1,1,set(),
24,1,850,"Recall what happened involving Scarlett Thomas at Mercury Twilight Observatory on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Mercury Twilight Observatory}, {Scarlett Thomas}, *)",Event contents,all,{'subspace antenna failure'},{46},{46: 'subspace antenna failure'},1,1,set(),
24,1,816,"Recall what happened involving Lily Nguyen at Sedna Long Range Observatory on April 09, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, *)",Event contents,all,{'fusion core breach'},{23},{23: 'fusion core breach'},1,1,set(),
24,1,770,"Recall what happened involving Ezra Edwards at Titania Quantum Lab on December 03, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 03, 2226}, {Titania Quantum Lab}, {Ezra Edwards}, *)",Event contents,all,{'plasma conduit rupture'},{24},{24: 'plasma conduit rupture'},1,1,set(),
24,1,863,"Recall what happened involving Zoe Brown at Europa Subsurface Laboratory on December 26, 2226. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 26, 2226}, {Europa Subsurface Laboratory}, {Zoe Brown}, *)",Event contents,all,{'subspace antenna failure'},{49},{49: 'subspace antenna failure'},1,1,set(),
29,1,450,"Provide a comprehensive account of what happened involving Benjamin Green and cryo-pod integrity breach at Hydra Cloud Facility on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Hydra Cloud Facility}, {Benjamin Green}, {cryo-pod integrity breach})",Full event details,all,{'Full chapter 14'},{14},{14: ['Full chapter 14']},1,1,set(),
29,1,500,"Provide a comprehensive account of what happened involving Scarlett Thomas and subspace antenna failure at Mercury Twilight Observatory on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Mercury Twilight Observatory}, {Scarlett Thomas}, {subspace antenna failure})",Full event details,all,{'Full chapter 46'},{46},{46: ['Full chapter 46']},1,1,set(),
29,1,482,"Provide a comprehensive account of what happened involving Lily Nguyen and fusion core breach at Sedna Long Range Observatory on April 09, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2226}, {Sedna Long Range Observatory}, {Lily Nguyen}, {fusion core breach})",Full event details,all,{'Full chapter 23'},{23},{23: ['Full chapter 23']},1,1,set(),
29,1,459,"Provide a comprehensive account of what happened involving Ezra Edwards and plasma conduit rupture at Titania Quantum Lab on December 03, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 03, 2226}, {Titania Quantum Lab}, {Ezra Edwards}, {plasma conduit rupture})",Full event details,all,{'Full chapter 24'},{24},{24: ['Full chapter 24']},1,1,set(),
29,1,505,"Provide a comprehensive account of what happened involving Zoe Brown and subspace antenna failure at Europa Subsurface Laboratory on December 26, 2226. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 26, 2226}, {Europa Subsurface Laboratory}, {Zoe Brown}, {subspace antenna failure})",Full event details,all,{'Full chapter 49'},{49},{49: ['Full chapter 49']},1,1,set(),
