q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known
15,1,1096,"Reflect on what Scarlett Thomas experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Scarlett Thomas}, *)",Event contents,all,{'factory explosion'},{46},{46: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
15,1,1056,"Reflect on what Ezra Edwards experienced on December 03, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 03, 2026}, *, {Ezra Edwards}, *)",Event contents,all,{'flash flood emergency'},{24},{24: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
15,1,1073,"Reflect on what Levi Rodriguez experienced on December 26, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({December 26, 2026}, *, {Levi Rodriguez}, *)",Event contents,all,{'factory explosion'},{15},{15: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
26,1,301,"Consider the events involving both Benjamin Green and volcanic eruption on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Benjamin Green}, {volcanic eruption})",Spaces,all,{'Nairobi County'},{14},{14: 'Nairobi County'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
26,1,333,"Consider the events involving both Lily Nguyen and residential tower fire on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Lily Nguyen}, {residential tower fire})",Spaces,all,{'Minas Gerais'},{23},{23: 'Minas Gerais'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
26,1,349,"Consider the events involving both Scarlett Thomas and factory explosion on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Scarlett Thomas}, {factory explosion})",Spaces,all,{'Greater Mumbai'},{46},{46: 'Greater Mumbai'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
26,1,309,"Consider the events involving both Ezra Edwards and flash flood emergency on December 03, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 03, 2026}, *, {Ezra Edwards}, {flash flood emergency})",Spaces,all,{'Ontario'},{24},{24: 'Ontario'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
26,1,326,"Consider the events involving both Levi Rodriguez and factory explosion on December 26, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({December 26, 2026}, *, {Levi Rodriguez}, {factory explosion})",Spaces,all,{'Vermont'},{15},{15: 'Vermont'},1,1,set(),,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
15,0,2361,"Reflect on what Chloe Castillo experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
15,0,2397,"Reflect on what Noah Williams experienced on April 09, 2026. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({April 09, 2026}, *, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
15,0,2380,"Reflect on what Jaxon Howard experienced on August 12, 2025. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2025}, *, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
15,0,2402,"Reflect on what Scarlett Thomas experienced on August 12, 2025. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 12, 2025}, *, {Scarlett Thomas}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
15,0,2359,"Reflect on what Carter Stewart experienced on August 27, 2024. Describe all the key events they were involved in, focusing on what happened rather than where it occurred.","(t, *, ent, *)","({August 27, 2024}, *, {Carter Stewart}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
14,0,1653,"Consider the events involving Chloe Castillo on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2026}, *, {Chloe Castillo}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
14,0,1689,"Consider the events involving Noah Williams on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({April 09, 2026}, *, {Noah Williams}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
14,0,1672,"Consider the events involving Jaxon Howard on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 12, 2025}, *, {Jaxon Howard}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
14,0,1694,"Consider the events involving Scarlett Thomas on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 12, 2025}, *, {Scarlett Thomas}, *)",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
14,0,1651,"Consider the events involving Carter Stewart on August 27, 2024. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, *)","({August 27, 2024}, *, {Carter Stewart}, *)",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s|c,t|ent,True
26,0,1706,"Consider the events involving both Chloe Castillo and wind farm destruction on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Chloe Castillo}, {wind farm destruction})",Spaces,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
26,0,1735,"Consider the events involving both Lily Nguyen and water supply contamination on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Lily Nguyen}, {water supply contamination})",Spaces,all,set(),set(),{},0,0,{'content'},False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
26,0,1743,"Consider the events involving both Noah Williams and fishing fleet loss on April 09, 2026. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({April 09, 2026}, *, {Noah Williams}, {fishing fleet loss})",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
26,0,1724,"Consider the events involving both Jaxon Howard and reservoir breach on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2025}, *, {Jaxon Howard}, {reservoir breach})",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
26,0,1748,"Consider the events involving both Scarlett Thomas and political assassination on August 12, 2025. List all the locations where these events took place, without describing the events themselves.","(t, *, ent, c)","({August 12, 2025}, *, {Scarlett Thomas}, {political assassination})",Spaces,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,s,t|ent|c,True
13,1,674,"Recall the key events that occurred at Greater Mumbai on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {Greater Mumbai}, *, *)",Event contents,all,{'factory explosion'},{46},{46: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,1,696,"Recall the key events that occurred at Minas Gerais on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {Minas Gerais}, *, *)",Event contents,all,{'residential tower fire'},{23},{23: 'residential tower fire'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,1,698,"Recall the key events that occurred at Nairobi County on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {Nairobi County}, *, *)",Event contents,all,{'volcanic eruption'},{14},{14: 'volcanic eruption'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,1,705,"Recall the key events that occurred at Ontario on December 03, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2026}, {Ontario}, *, *)",Event contents,all,{'flash flood emergency'},{24},{24: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,1,690,"Recall the key events that occurred at Luzon Region on December 26, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 26, 2026}, {Luzon Region}, *, *)",Event contents,all,{'factory explosion'},{49},{49: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,1,1331,"Think about what happened at Greater Mumbai on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2026}, {Greater Mumbai}, *, *)",Entities,all,{'Scarlett Thomas'},{46},{46: 'Scarlett Thomas'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,1,1353,"Think about what happened at Minas Gerais on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2026}, {Minas Gerais}, *, *)",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,1,1355,"Think about what happened at Nairobi County on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2026}, {Nairobi County}, *, *)",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,1,1362,"Think about what happened at Ontario on December 03, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2026}, {Ontario}, *, *)",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,1,1347,"Think about what happened at Luzon Region on December 26, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 26, 2026}, {Luzon Region}, *, *)",Entities,all,{'Zoe Brown'},{49},{49: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
25,1,1270,"Think about the events related to factory explosion that occurred at Greater Mumbai on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Greater Mumbai}, *, {factory explosion})",Entities,all,{'Scarlett Thomas'},{46},{46: 'Scarlett Thomas'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
25,1,1295,"Think about the events related to residential tower fire that occurred at Minas Gerais on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Minas Gerais}, *, {residential tower fire})",Entities,all,{'Lily Nguyen'},{23},{23: 'Lily Nguyen'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
25,1,1310,"Think about the events related to volcanic eruption that occurred at Nairobi County on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Nairobi County}, *, {volcanic eruption})",Entities,all,{'Benjamin Green'},{14},{14: 'Benjamin Green'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
25,1,1278,"Think about the events related to flash flood emergency that occurred at Ontario on December 03, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 03, 2026}, {Ontario}, *, {flash flood emergency})",Entities,all,{'Ezra Edwards'},{24},{24: 'Ezra Edwards'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
25,1,1272,"Think about the events related to factory explosion that occurred at Luzon Region on December 26, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({December 26, 2026}, {Luzon Region}, *, {factory explosion})",Entities,all,{'Zoe Brown'},{49},{49: 'Zoe Brown'},1,1,set(),,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
24,1,850,"Recall what happened involving Scarlett Thomas at Greater Mumbai on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Greater Mumbai}, {Scarlett Thomas}, *)",Event contents,all,{'factory explosion'},{46},{46: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
24,1,816,"Recall what happened involving Lily Nguyen at Minas Gerais on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, *)",Event contents,all,{'residential tower fire'},{23},{23: 'residential tower fire'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
24,1,752,"Recall what happened involving Benjamin Green at Nairobi County on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Nairobi County}, {Benjamin Green}, *)",Event contents,all,{'volcanic eruption'},{14},{14: 'volcanic eruption'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
24,1,769,"Recall what happened involving Ezra Edwards at Ontario on December 03, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 03, 2026}, {Ontario}, {Ezra Edwards}, *)",Event contents,all,{'flash flood emergency'},{24},{24: 'flash flood emergency'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
24,1,863,"Recall what happened involving Zoe Brown at Luzon Region on December 26, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({December 26, 2026}, {Luzon Region}, {Zoe Brown}, *)",Event contents,all,{'factory explosion'},{49},{49: 'factory explosion'},1,1,set(),,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
29,1,498,"Provide a comprehensive account of what happened involving Scarlett Thomas and factory explosion at Greater Mumbai on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Greater Mumbai}, {Scarlett Thomas}, {factory explosion})",Full event details,all,{'Full chapter 46'},{46},{46: ['Full chapter 46']},1,1,set(),,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
29,1,482,"Provide a comprehensive account of what happened involving Lily Nguyen and residential tower fire at Minas Gerais on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, {residential tower fire})",Full event details,all,{'Full chapter 23'},{23},{23: ['Full chapter 23']},1,1,set(),,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
29,1,450,"Provide a comprehensive account of what happened involving Benjamin Green and volcanic eruption at Nairobi County on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Nairobi County}, {Benjamin Green}, {volcanic eruption})",Full event details,all,{'Full chapter 14'},{14},{14: ['Full chapter 14']},1,1,set(),,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
29,1,458,"Provide a comprehensive account of what happened involving Ezra Edwards and flash flood emergency at Ontario on December 03, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 03, 2026}, {Ontario}, {Ezra Edwards}, {flash flood emergency})",Full event details,all,{'Full chapter 24'},{24},{24: ['Full chapter 24']},1,1,set(),,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
29,1,502,"Provide a comprehensive account of what happened involving Zoe Brown and factory explosion at Luzon Region on December 26, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({December 26, 2026}, {Luzon Region}, {Zoe Brown}, {factory explosion})",Full event details,all,{'Full chapter 49'},{49},{49: ['Full chapter 49']},1,1,set(),,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
28,1,847,"Recall what happened involving Scarlett Thomas and factory explosion at Greater Mumbai on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Greater Mumbai}, {Scarlett Thomas}, {factory explosion})",Other entities,all,set(),{46},{46: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
28,1,815,"Recall what happened involving Lily Nguyen and residential tower fire at Minas Gerais on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, {residential tower fire})",Other entities,all,set(),{23},{23: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
28,1,750,"Recall what happened involving Benjamin Green and volcanic eruption at Nairobi County on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Nairobi County}, {Benjamin Green}, {volcanic eruption})",Other entities,all,set(),{14},{14: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
28,1,767,"Recall what happened involving Ezra Edwards and flash flood emergency at Ontario on December 03, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({December 03, 2026}, {Ontario}, {Ezra Edwards}, {flash flood emergency})",Other entities,all,set(),{24},{24: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
28,1,854,"Recall what happened involving Zoe Brown and factory explosion at Luzon Region on December 26, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({December 26, 2026}, {Luzon Region}, {Zoe Brown}, {factory explosion})",Other entities,all,set(),{49},{49: []},0,1,set(),,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
12,0,2611,"Think about what happened at Kampong Cham Province on April 09, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({April 09, 2026}, {Kampong Cham Province}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,0,2603,"Think about what happened at East Java on August 12, 2025. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 12, 2025}, {East Java}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,0,2616,"Think about what happened at Maharashtra on August 12, 2025. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 12, 2025}, {Maharashtra}, *, *)",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,0,2635,"Think about what happened at Vermont on August 27, 2024. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({August 27, 2024}, {Vermont}, *, *)",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
12,0,2636,"Think about what happened at Vermont on December 03, 2026. List all protagonists involved in any events at this time and place, without describing the events.","(t, s, *, *)","({December 03, 2026}, {Vermont}, *, *)",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,0,2044,"Recall the key events that occurred at Kampong Cham Province on April 09, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({April 09, 2026}, {Kampong Cham Province}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,0,2036,"Recall the key events that occurred at East Java on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 12, 2025}, {East Java}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,0,2049,"Recall the key events that occurred at Maharashtra on August 12, 2025. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 12, 2025}, {Maharashtra}, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,0,2068,"Recall the key events that occurred at Vermont on August 27, 2024. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({August 27, 2024}, {Vermont}, *, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
13,0,2069,"Recall the key events that occurred at Vermont on December 03, 2026. Describe what happened, focusing on the actions or occurrences rather than who was involved.","(t, s, *, *)","({December 03, 2026}, {Vermont}, *, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent|c,t|s,True
25,0,2552,"Think about the events related to fishing fleet loss that occurred at Kampong Cham Province on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Kampong Cham Province}, *, {fishing fleet loss})",Entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
25,0,2589,"Think about the events related to water supply contamination that occurred at Minas Gerais on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Minas Gerais}, *, {water supply contamination})",Entities,all,set(),set(),{},0,0,{'content'},False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
25,0,2590,"Think about the events related to wind farm destruction that occurred at Nairobi County on April 09, 2026. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({April 09, 2026}, {Nairobi County}, *, {wind farm destruction})",Entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
25,0,2572,"Think about the events related to reservoir breach that occurred at East Java on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2025}, {East Java}, *, {reservoir breach})",Entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
25,0,2570,"Think about the events related to political assassination that occurred at Maharashtra on August 12, 2025. List all protagonists involved in these events, without describing the events themselves.","(t, s, *, c)","({August 12, 2025}, {Maharashtra}, *, {political assassination})",Entities,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,ent,t|s|c,True
24,0,2186,"Recall what happened involving Noah Williams at Kampong Cham Province on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Kampong Cham Province}, {Noah Williams}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
24,0,2113,"Recall what happened involving Chloe Castillo at Nairobi County on April 09, 2026. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({April 09, 2026}, {Nairobi County}, {Chloe Castillo}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
24,0,2148,"Recall what happened involving Jaxon Howard at East Java on August 12, 2025. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2025}, {East Java}, {Jaxon Howard}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
24,0,2200,"Recall what happened involving Scarlett Thomas at Maharashtra on August 12, 2025. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
24,0,2105,"Recall what happened involving Carter Stewart at Vermont on August 27, 2024. Describe the key events or activities that occurred, focusing on what happened.","(t, s, ent, *)","({August 27, 2024}, {Vermont}, {Carter Stewart}, *)",Event contents,all,set(),set(),{},0,0,{'date'},False,Search,Keyed retrieval from episodic event memory,c,t|s|ent,True
28,0,2184,"Recall what happened involving Noah Williams and fishing fleet loss at Kampong Cham Province on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Kampong Cham Province}, {Noah Williams}, {fishing fleet loss})",Other entities,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
28,0,2170,"Recall what happened involving Lily Nguyen and water supply contamination at Minas Gerais on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, {water supply contamination})",Other entities,all,set(),set(),{},0,0,{'content'},False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
28,0,2110,"Recall what happened involving Chloe Castillo and wind farm destruction at Nairobi County on April 09, 2026 and list only who else was involved (if anyone).","(t, s, ent, c)","({April 09, 2026}, {Nairobi County}, {Chloe Castillo}, {wind farm destruction})",Other entities,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
28,0,2147,"Recall what happened involving Jaxon Howard and reservoir breach at East Java on August 12, 2025 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2025}, {East Java}, {Jaxon Howard}, {reservoir breach})",Other entities,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
28,0,2199,"Recall what happened involving Scarlett Thomas and political assassination at Maharashtra on August 12, 2025 and list only who else was involved (if anyone).","(t, s, ent, c)","({August 12, 2025}, {Maharashtra}, {Scarlett Thomas}, {political assassination})",Other entities,all,set(),set(),{},0,0,{'date'},False,Match and Compare,Co-occurrence lookup excluding anchor entity,,t|s|ent|c,True
29,0,1878,"Provide a comprehensive account of what happened involving Noah Williams and fishing fleet loss at Kampong Cham Province on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Kampong Cham Province}, {Noah Williams}, {fishing fleet loss})",Full event details,all,set(),set(),{},0,0,"{'content', 'date', 'entity'}",True,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
29,0,1870,"Provide a comprehensive account of what happened involving Lily Nguyen and water supply contamination at Minas Gerais on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Minas Gerais}, {Lily Nguyen}, {water supply contamination})",Full event details,all,set(),set(),{},0,0,{'content'},False,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
29,0,1841,"Provide a comprehensive account of what happened involving Chloe Castillo and wind farm destruction at Nairobi County on April 09, 2026. Include all relevant details about the event(s), including what occurred and any other pertinent information.","(t, s, ent, c)","({April 09, 2026}, {Nairobi County}, {Chloe Castillo}, {wind farm destruction})",Full event details,all,set(),set(),{},0,0,"{'content', 'entity'}",True,Search,Keyed retrieval from episodic event memory,,t|s|ent|c,True
